0987800,Hrubieszów,6,"50°48'18"" 23°53'23""",123
0887196,Frampol,6,"50°40'18"" 22°40'14""",170
0987673,Biłgoraj,6,"50°32'18"" 22°43'13""",170
0980493,Janów Lubelski,6,"50°42'24"" 22°24'40""",340
0922159,Międzyrzec Podlaski,6,"51°59'14"" 22°46'51""",289
0922343,Terespol,6,"52°04'34"" 23°36'58""",289
0105667,Rejowiec,6,"51°05'39"" 23°16'60""",171
0799760,Modliborzyce,6,"50°45'14"" 22°19'46""",340
0887693,Goraj,6,"50°43'17"" 22°40'02""",170
0956313,Lubartów,6,"51°27'28"" 22°36'34""",254
0987897,Józefów,6,"50°28'52"" 23°03'10""",170
0930070,Krasnystaw,6,"50°58'54"" 23°10'02""",290
0988069,Tarnogród,6,"50°21'39"" 22°44'31""",170
0956069,Kock,6,"51°38'23"" 22°26'47""",254
0930176,Rejowiec Fabryczny,6,"51°07'17"" 23°14'36""",171
0382036,Józefów nad Wisłą,6,"51°02'27"" 21°49'47""",126
0956112,Kraśnik,6,"50°55'18"" 22°13'10""",124
0956690,Ostrów Lubelski,6,"51°29'41"" 22°51'15""",254
0786213,Annopol,6,"50°53'08"" 21°51'25""",124
0956550,Opole Lubelskie,6,"51°08'50"" 21°58'09""",126
0893742,Łaszczów,6,"50°31'54"" 23°42'57""",11
0392684,Urzędów,6,"50°59'32"" 22°08'35""",124
0955740,Dęblin,6,"51°33'57"" 21°50'44""",127
0955555,Bełżyce,6,"51°10'30"" 22°16'55""",220
0956388,Łęczna,6,"51°18'17"" 22°52'56""",125
0956744,Poniatowa,6,"51°11'24"" 22°04'03""",126
0891281,Krasnobród,6,"50°32'42"" 23°12'41""",291
0956980,Ryki,6,"51°37'33"" 21°56'03""",127
0903676,Tyszowce,6,"50°37'02"" 23°42'22""",11
0955621,Bychawa,6,"51°00'52"" 22°32'05""",220
0975530,Łuków,6,"51°55'48"" 22°22'50""",10
0975813,Stoczek Łukowski,6,"51°57'41"" 21°58'10""",10
0957146,Świdnik,6,"51°13'12"" 22°42'01""",173
0930294,Włodawa,6,"51°32'40"" 23°33'14""",69
0922254,Parczew,6,"51°38'26"" 22°54'00""",172
0389386,Piaski,6,"51°08'15"" 22°50'54""",173
0988075,Tomaszów Lubelski,6,"50°27'04"" 23°24'57""",11
0382480,Kamionka,6,"51°28'15"" 22°27'45""",254
0889700,Izbica,6,"50°53'34"" 23°09'32""",290
0988253,Zwierzyniec,6,"50°36'50"" 22°58'17""",291
0955905,Kazimierz Dolny,6,"51°19'20"" 21°56'51""",255
0954700,Lublin,6,"51°14'52"" 22°34'05""",70
0987510,Zamość,6,"50°42'58"" 23°15'17""",128
0892889,Lubycza Królewska,6,"50°20'26"" 23°31'14""",11
0987934,Szczebrzeszyn,6,"50°41'42"" 22°58'42""",291
0956810,Puławy,6,"51°24'59"" 21°58'09""",255
0922277,Radzyń Podlaski,6,"51°47'06"" 22°37'09""",256
0956454,Nałęczów,6,"51°17'16"" 22°12'55""",255
0922018,Biała Podlaska,6,"52°02'02"" 23°07'23""",257
0929902,Chełm,6,"51°08'01"" 23°28'18""",12
0935794,Witnica,8,"52°40'26"" 14°53'46""",74
0988394,Gubin,8,"51°57'27"" 14°43'14""",133
0935742,Strzelce Krajeńskie,8,"52°52'43"" 15°31'58""",225
0988460,Krosno Odrzańskie,8,"52°03'08"" 15°05'50""",133
0988589,Sława,8,"51°52'50"" 16°04'18""",73
0182969,Lubniewice,8,"52°30'45"" 15°14'41""",16
0954640,Szlichtyngowa,8,"51°42'43"" 16°14'33""",73
0954685,Wschowa,8,"51°48'15"" 16°19'00""",73
0935759,Sulęcin,8,"52°26'31"" 15°06'52""",16
0935140,Gorzów Wielkopolski,8,"52°43'51"" 15°14'18""",259
0988313,Zielona Góra,8,"51°56'21"" 15°30'14""",105
0915484,Torzym,8,"52°18'50"" 15°04'21""",16
0935736,Słubice,8,"52°21'22"" 14°33'58""",76
0935452,Kostrzyn nad Odrą,8,"52°35'24"" 14°38'51""",74
0935334,Dobiegniew,8,"52°58'11"" 15°45'19""",225
0988508,Łęknica,8,"51°32'12"" 14°44'33""",132
0988684,Żary,8,"51°38'09"" 15°08'18""",132
0935400,Drezdenko,8,"52°50'19"" 15°49'53""",225
0988431,Jasień,8,"51°45'04"" 15°00'44""",132
0988490,Lubsko,8,"51°47'08"" 14°58'07""",132
0988626,Świebodzin,8,"52°14'53"" 15°32'10""",226
0988649,Zbąszynek,8,"52°14'46"" 15°48'57""",226
0988342,Babimost,8,"52°09'53"" 15°49'49""",327
0988371,Czerwieńsk,8,"52°00'47"" 15°25'22""",327
0988448,Kargowa,8,"52°04'19"" 15°51'52""",327
0935771,Trzciel,8,"52°21'55"" 15°52'31""",75
0988595,Sulechów,8,"52°05'07"" 15°37'23""",327
0988520,Nowa Sól,8,"51°48'21"" 15°42'59""",299
0988359,Bytom Odrzański,8,"51°43'50"" 15°49'35""",299
0988514,Małomice,8,"51°33'19"" 15°26'55""",107
0935682,Rzepin,8,"52°20'54"" 14°49'37""",76
0988603,Szprotawa,8,"51°33'57"" 15°32'17""",107
0935699,Skwierzyna,8,"52°35'51"" 15°30'12""",75
0988572,Nowogród Bobrzański,8,"51°48'04"" 15°14'49""",327
0988454,Kożuchów,8,"51°44'43"" 15°35'40""",299
0988566,Nowe Miasteczko,8,"51°41'26"" 15°43'50""",299
0988388,Gozdnica,8,"51°26'17"" 15°05'48""",107
0988661,Żagań,8,"51°36'56"" 15°18'48""",107
0912824,Otyń,8,"51°50'50"" 15°42'37""",299
0988402,Iłowa,8,"51°30'13"" 15°12'03""",107
0988365,Cybinka,8,"52°11'38"" 14°47'44""",76
0935529,Międzyrzecz,8,"52°26'44"" 15°34'43""",75
0935587,Ośno Lubuskie,8,"52°27'14"" 14°52'16""",76
0705893,Lutomiersk,10,"51°45'15"" 19°12'42""",62
0976050,Sieradz,10,"51°35'46"" 18°43'56""",223
0957650,Łódź,10,"51°45'52"" 19°27'47""",110
0958967,Ozorków,10,"51°57'44"" 19°17'42""",15
0968078,Radomsko,10,"51°04'03"" 19°26'40""",297
0976586,Wieluń,10,"51°13'15"" 18°34'14""",348
0556648,Wolbórz,10,"51°30'18"" 19°49'48""",111
0976675,Zduńska Wola,10,"51°36'07"" 18°56'03""",298
0541180,Kamieńsk,10,"51°12'16"" 19°29'49""",297
0976451,Szadek,10,"51°41'31"" 18°58'32""",298
0706651,Lututów,10,"51°22'17"" 18°26'03""",131
0968300,Tomaszów Mazowiecki,10,"51°31'49"" 20°00'35""",282
0976400,Poddębice,10,"51°53'35"" 18°57'18""",347
0958714,Głowno,10,"51°58'04"" 19°42'50""",15
0968026,Przedbórz,10,"51°05'15"" 19°52'26""",297
0937400,Wieruszów,10,"51°17'42"" 18°09'18""",131
0959240,Stryków,10,"51°54'06"" 19°36'17""",15
0976942,Skierniewice,10,"51°57'31"" 20°08'28""",106
0959263,Zgierz,10,"51°51'22"" 19°24'22""",15
0958654,Aleksandrów Łódzki,10,"51°49'13"" 19°18'18""",15
0976267,Błaszki,10,"51°39'06"" 18°26'16""",223
0967430,Piotrków Trybunalski,10,"51°24'40"" 19°41'10""",346
0977025,Brzeziny,10,"51°47'59"" 19°45'13""",224
0969103,Kutno,10,"52°14'03"" 19°21'28""",174
0959079,Pabianice,10,"51°39'54"" 19°21'33""",62
0969250,Łęczyca,10,"52°03'33"" 19°11'54""",295
0703026,Działoszyn,10,"51°07'01"" 18°51'55""",296
0977077,Rawa Mazowiecka,10,"51°45'54"" 20°15'08""",159
0977019,Biała Rawska,10,"51°48'30"" 20°28'27""",159
0949359,Uniejów,10,"51°58'30"" 18°47'39""",347
0932330,Pajęczno,10,"51°08'49"" 18°59'42""",296
0976830,Złoczew,10,"51°25'05"" 18°36'21""",223
0968233,Sulejów,10,"51°21'15"" 19°53'06""",111
0725068,Bolimów,10,"52°04'35"" 20°09'49""",161
0968664,Zelów,10,"51°27'52"" 19°13'12""",293
0958826,Konstantynów Łódzki,10,"51°44'53"" 19°19'32""",62
0967943,Opoczno,10,"51°22'36"" 20°17'11""",212
0973346,Drzewica,10,"51°27'02"" 20°28'38""",212
0415787,Rzgów,10,"51°39'47"" 19°29'24""",175
0977031,Łowicz,10,"52°06'29"" 19°56'46""",160
0968569,Tuszyn,10,"51°36'14"" 19°32'38""",175
0969095,Krośniewice,10,"52°15'22"" 19°10'15""",174
0969391,Żychlin,10,"52°14'38"" 19°37'35""",174
0573256,Piątek,10,"52°04'08"" 19°28'47""",295
0967831,Koluszki,10,"51°44'42"" 19°49'02""",175
0967647,Bełchatów,10,"51°21'45"" 19°21'54""",293
0976296,Łask,10,"51°35'29"" 19°08'01""",294
0976557,Warta,10,"51°42'25"" 18°37'28""",223
0959435,Nowy Sącz,12,"49°37'30"" 20°41'26""",258
0981570,Tarnów,12,"50°00'45"" 20°59'18""",72
0950463,Kraków,12,"50°03'42"" 19°56'15""",14
0963773,Zakopane,12,"49°17'49"" 19°56'60""",277
0945315,Wolbrom,12,"50°23'07"" 19°45'36""",344
0951675,Niepołomice,12,"50°01'59"" 20°12'59""",222
0982457,Tuchów,12,"49°53'42"" 21°03'16""",292
0924023,Andrychów,12,"49°51'10"" 19°20'29""",374
0926921,Wadowice,12,"49°52'59"" 19°29'35""",374
0952232,Wieliczka,12,"49°59'05"" 20°03'44""",222
0827923,Radłów,12,"50°04'59"" 20°50'52""",292
0829098,Ryglice,12,"49°52'45"" 21°08'18""",292
0314454,Alwernia,12,"50°04'07"" 19°32'31""",155
0938982,Chrzanów,12,"50°08'30"" 19°24'41""",155
0337774,Świątniki Górne,12,"49°56'03"" 19°57'13""",130
0824936,Nowy Wiśnicz,12,"49°54'55"" 20°27'43""",71
0940938,Libiąż,12,"50°06'24"" 19°19'47""",155
0944149,Trzebinia,12,"50°09'30"" 19°28'22""",155
0982167,Dąbrowa Tarnowska,12,"50°10'28"" 20°59'11""",129
0960510,Limanowa,12,"49°42'23"" 20°25'22""",341
0941777,Olkusz,12,"50°16'44"" 19°33'36""",344
0982641,Żabno,12,"50°08'00"" 20°53'10""",292
0924253,Kalwaria Zebrzydowska,12,"49°51'60"" 19°40'33""",374
0960697,Mszana Dolna,12,"49°40'41"" 20°04'57""",341
0951617,Myślenice,12,"49°50'02"" 19°56'17""",343
0951570,Krzeszowice,12,"50°08'06"" 19°38'12""",130
0960042,Grybów,12,"49°37'29"" 20°56'51""",104
0947225,Miechów,12,"50°21'21"" 20°01'43""",342
0960390,Krynica-Zdrój,12,"49°25'17"" 20°57'35""",104
0952137,Sułkowice,12,"49°50'28"" 19°48'05""",343
0951860,Skała,12,"50°13'49"" 19°51'15""",130
0951505,Dobczyce,12,"49°52'40"" 20°05'56""",343
0961538,Nowy Targ,12,"49°28'39"" 20°01'55""",278
0963454,Szczawnica,12,"49°25'31"" 20°28'58""",278
0951876,Skawina,12,"49°58'30"" 19°49'35""",130
0924997,Oświęcim,12,"50°02'17"" 19°13'15""",345
0960154,Jordanów,12,"49°38'58"" 19°49'49""",326
0938120,Brzeszcze,12,"49°58'59"" 19°08'39""",345
0925287,Sucha Beskidzka,12,"49°44'25"" 19°35'15""",326
0924098,Chełmek,12,"50°06'02"" 19°15'30""",345
0924365,Kęty,12,"49°53'01"" 19°13'20""",345
0952077,Słomniki,12,"50°14'24"" 20°04'56""",130
0927576,Zator,12,"49°59'46"" 19°26'13""",345
0961283,Muszyna,12,"49°21'17"" 20°53'45""",104
0962503,Rabka-Zdrój,12,"49°36'36"" 19°57'10""",278
0244630,Koszyce,12,"50°10'07"" 20°34'40""",221
0329705,Nowe Brzesko,12,"50°07'52"" 20°22'28""",221
0961768,Piwniczna-Zdrój,12,"49°26'28"" 20°42'58""",104
0951818,Proszowice,12,"50°11'33"" 20°17'24""",221
0924537,Maków Podhalański,12,"49°43'49"" 19°40'35""",326
0815239,Ciężkowice,12,"49°47'11"" 20°58'27""",292
0836276,Wojnicz,12,"49°57'28"" 20°50'15""",292
0938404,Bukowno,12,"50°16'04"" 19°27'46""",344
0837436,Zakliczyn,12,"49°51'22"" 20°48'35""",292
0963359,Stary Sącz,12,"49°33'51"" 20°38'06""",104
0816871,Czchów,12,"49°50'02"" 20°40'25""",13
0981682,Bochnia,12,"49°58'10"" 20°25'57""",71
0831149,Szczucin,12,"50°18'33"" 21°04'35""",129
0959903,Gorlice,12,"49°39'18"" 21°09'36""",372
0952752,Biecz,12,"49°43'52"" 21°15'14""",372
0417728,Bobowa,12,"49°42'19"" 20°56'60""",372
0981966,Brzesko,12,"49°58'06"" 20°36'28""",13
0974044,Wyśmierzyce,14,"51°37'31"" 20°49'04""",168
0920380,Grodzisk Mazowiecki,14,"52°06'15"" 20°37'36""",9
0921792,Wołomin,14,"52°20'42"" 21°14'45""",328
0966079,Ostrołęka,14,"53°04'53"" 21°34'21""",56
0968687,Płock,14,"52°32'27"" 19°41'23""",137
0973352,Grójec,14,"51°51'56"" 20°52'03""",253
0975173,Siedlce,14,"52°09'57"" 22°16'37""",24
0918123,Warszawa,14,"52°13'47"" 21°00'42""",302
0973665,Mogielnica,14,"51°41'40"" 20°43'23""",253
0637921,Solec nad Wisłą,14,"51°08'06"" 21°45'54""",122
0975285,Garwolin,14,"51°53'51"" 21°36'56""",121
0975434,Łaskarzew,14,"51°47'25"" 21°35'35""",121
0975983,Żelechów,14,"51°48'35"" 21°53'44""",121
0114620,Glinojeck,14,"52°49'07"" 20°17'03""",288
0930414,Ciechanów,14,"52°52'34"" 20°36'29""",288
0973725,Nowe Miasto nad Pilicą,14,"51°37'05"" 20°34'53""",253
0973978,Warka,14,"51°47'04"" 21°11'20""",253
0968977,Gostynin,14,"52°25'45"" 19°27'43""",8
0920806,Legionowo,14,"52°24'12"" 20°55'37""",280
0975380,Kałuszyn,14,"52°12'31"" 21°48'45""",217
0930740,Nasielsk,14,"52°35'32"" 20°48'10""",165
0921020,Milanówek,14,"52°07'31"" 20°39'56""",9
0118606,Lubowidz,14,"53°07'13"" 19°50'41""",219
0739656,Wiskitki,14,"52°05'13"" 20°22'59""",21
0966441,Tłuszcz,14,"52°25'48"" 21°26'07""",328
0975753,Pilawa,14,"51°57'36"" 21°31'56""",121
0002766,Halinów,14,"52°13'36"" 21°21'12""",217
0921148,Nowy Dwór Mazowiecki,14,"52°25'50"" 20°42'59""",165
0574511,Sanniki,14,"52°19'55"" 19°51'43""",8
0668956,Cegłów,14,"52°08'49"" 21°44'24""",217
0973524,Kozienice,14,"51°35'06"" 21°32'58""",339
0920634,Konstancin-Jeziorna,14,"52°05'34"" 21°07'05""",3
0973286,Białobrzegi,14,"51°38'54"" 20°56'59""",168
0921645,Serock,14,"52°30'49"" 21°04'14""",280
0966330,Ostrów Mazowiecka,14,"52°48'21"" 21°53'52""",112
0921504,Podkowa Leśna,14,"52°07'24"" 20°43'39""",9
0682940,Mrozy,14,"52°09'57"" 21°48'09""",217
0921438,Piaseczno,14,"52°04'11"" 21°01'37""",3
0921869,Zakroczym,14,"52°25'60"" 20°36'42""",165
0973613,Lipsko,14,"51°09'29"" 21°38'57""",122
0966151,Brok,14,"52°42'00"" 21°51'34""",112
0921668,Sulejówek,14,"52°14'35"" 21°16'40""",217
0930696,Mława,14,"53°06'41"" 20°22'54""",119
0969356,Wyszogród,14,"52°23'20"" 20°11'29""",285
0930800,Płońsk,14,"52°37'20"" 20°22'26""",118
0930839,Raciąż,14,"52°46'52"" 20°07'10""",118
0009478,Tarczyn,14,"51°58'48"" 20°50'02""",3
0561885,Czerwińsk nad Wisłą,14,"52°23'38"" 20°18'45""",118
0514928,Myszyniec,14,"53°22'56"" 21°20'41""",375
0120900,Nowe Miasto,14,"52°39'23"" 20°37'42""",118
0920404,Józefów,14,"52°08'11"" 21°14'07""",338
0921237,Otwock,14,"52°06'26"" 21°15'56""",338
0930816,Pułtusk,14,"52°42'14"" 21°05'14""",286
0920500,Karczew,14,"52°04'33"" 21°15'01""",338
0563223,Drobin,14,"52°44'16"" 19°59'25""",285
0973820,Skaryszew,14,"51°18'37"" 21°15'07""",4
0125954,Sochocin,14,"52°41'14"" 20°28'20""",118
0968871,Gąbin,14,"52°23'54"" 19°44'03""",285
0973777,Przysucha,14,"51°21'31"" 20°37'42""",167
0973748,Pionki,14,"51°28'43"" 21°27'09""",4
0920321,Góra Kalwaria,14,"51°59'07"" 21°12'59""",3
0921496,Piastów,14,"52°10'59"" 20°50'30""",166
0921510,Pruszków,14,"52°10'12"" 20°48'18""",166
0973375,Iłża,14,"51°09'44"" 21°14'14""",4
0920284,Brwinów,14,"52°08'34"" 20°43'02""",166
0966398,Przasnysz,14,"53°01'18"" 20°52'56""",55
0966270,Chorzele,14,"53°15'31"" 20°53'50""",55
0676128,Kosów Lacki,14,"52°35'45"" 22°08'49""",252
0975747,Mordy,14,"52°12'39"" 22°31'00""",120
0625444,Jedlnia-Letnisko,14,"51°25'52"" 21°19'53""",4
0977120,Sochaczew,14,"52°13'47"" 20°14'17""",287
0975492,Łochów,14,"52°31'50"" 21°40'54""",7
0966470,Wyszków,14,"52°35'45"" 21°27'07""",169
0930851,Żuromin,14,"53°03'58"" 19°54'35""",219
0973895,Szydłowiec,14,"51°13'27"" 20°51'26""",6
0977210,Żyrardów,14,"52°03'25"" 20°26'54""",21
0977054,Mszczonów,14,"51°58'20"" 20°31'14""",21
0920249,Błonie,14,"52°11'41"" 20°37'01""",68
0920539,Kobyłka,14,"52°20'22"" 21°11'50""",328
0920901,Marki,14,"52°20'15"" 21°06'53""",328
0921958,Ząbki,14,"52°17'27"" 21°06'45""",328
0921970,Zielonka,14,"52°18'30"" 21°09'30""",328
0969310,Sierpc,14,"52°51'15"" 19°40'07""",5
0975760,Sokołów Podlaski,14,"52°24'29"" 22°15'00""",252
0920864,Łomianki,14,"52°20'01"" 20°53'13""",68
0974096,Zwoleń,14,"51°21'23"" 21°35'03""",218
0921415,Ożarów Mazowiecki,14,"52°12'38"" 20°47'39""",68
0921591,Radzymin,14,"52°25'06"" 21°10'52""",328
0111981,Bieżuń,14,"52°57'35"" 19°53'19""",219
0975871,Węgrów,14,"52°23'56"" 22°01'02""",7
0972750,Radom,14,"51°24'03"" 21°09'12""",20
0922120,Łosice,14,"52°12'40"" 22°43'04""",2
0966412,Różan,14,"52°53'26"" 21°23'48""",205
0966300,Maków Mazowiecki,14,"52°51'47"" 21°06'06""",205
0975687,Mińsk Mazowiecki,14,"52°10'42"" 21°34'17""",217
0965341,Głuchołazy,16,"50°18'54"" 17°23'00""",52
0965750,Niemodlin,16,"50°38'32"" 17°37'10""",333
0965016,Opole,16,"50°40'04"" 17°55'43""",64
